stride_interval,stride_variability,swing_time,stance_time,double_support_time,gait_speed,cadence,step_length,stride_regularity,gait_asymmetry,status
1.2556,0.1697,0.2883,0.3419,0.3358,3.4369,94.9615,2.1745,0.8716,0.0104,1
1.0372,0.0589,0.3436,0.1754,0.1743,4.5756,115.8106,2.3752,0.8403,-0.0002,1
1.281,0.1633,0.3017,0.343,0.3323,3.3407,93.1341,2.155,0.8231,0.0109,1
1.0251,0.0219,0.3046,0.2096,0.2071,4.6468,116.9543,2.3861,0.9153,0.0001,0
1.0438,0.1434,0.332,0.1971,0.197,4.4219,112.9415,2.3472,0.7882,0.0181,0
1.2051,0.2142,0.2646,0.3386,0.3319,3.6816,99.3854,2.2191,0.8747,0.0047,1
1.0731,0.0698,0.3402,0.1982,0.1968,4.3363,111.4739,2.3335,0.8598,0.0047,0
0.9821,0.1911,0.3638,0.1355,0.1299,4.8481,120.4007,2.4176,0.7942,0.012,1
0.953,0.0762,0.2437,0.235,0.2311,5.1768,125.739,2.4662,0.9022,0.0001,1
0.9884,0.4559,0.2898,0.258,0.2561,4.2278,109.4153,2.3165,0.7244,0.1047,1
1.2067,0.1202,0.3657,0.2437,0.2366,3.6206,98.3929,2.2093,0.8279,0.005,0
1.0703,0.0791,0.2614,0.2753,0.2692,4.3484,111.844,2.3366,0.8595,0.0018,1
1.1744,0.0815,0.3555,0.2329,0.23,3.8142,102.1143,2.2432,0.8451,0.0005,0
1.1007,0.1231,0.324,0.2375,0.234,4.0798,106.871,2.293,0.9187,0.0095,0
1.2773,0.1651,0.3027,0.3422,0.3333,3.3416,93.1294,2.1536,0.8219,0.0108,1
1.0915,0.1298,0.3616,0.1919,0.1539,4.1609,108.4828,2.3084,0.8503,0.0138,1
1.1049,0.0944,0.3214,0.2368,0.2352,4.1322,107.3598,2.2989,0.9093,0.014,1
1.0753,0.1235,0.2805,0.2485,0.2359,4.4364,113.4589,2.353,0.8333,0.0133,1
0.9968,0.1578,0.3349,0.1761,0.1687,4.7092,117.9898,2.396,0.8339,0.0171,1
2.0304,6.7724,0.6594,0.3441,0.3393,1.7656,59.8577,1.766,0.517,0.0087,0
0.9884,0.4511,0.2904,0.2583,0.2567,4.2167,109.4724,2.316,0.7231,0.1047,1
1.0334,0.0585,0.3269,0.1919,0.1888,4.5742,115.7372,2.376,0.8167,0.0007,0
1.0768,0.1235,0.2805,0.2487,0.2369,4.4586,113.0801,2.3508,0.8333,0.0133,1
0.9941,0.1396,0.274,0.2294,0.2264,4.79,119.4395,2.4085,0.8595,0.0127,0
0.9965,0.1714,0.333,0.1739,0.1675,4.7001,117.7991,2.3926,0.8323,0.0167,1
1.261,0.168,0.2882,0.3425,0.3349,3.4312,95.0425,2.1727,0.8709,0.0101,1
1.034,0.0625,0.3262,0.191,0.1896,4.583,115.9318,2.3764,0.816,0.0003,0
1.0423,0.2368,0.2443,0.3002,0.2874,4.2772,110.5007,2.3279,0.9001,0.0313,1
1.0104,0.0391,0.2925,0.2114,0.211,4.7593,118.7388,2.4027,0.8661,-0.0002,0
0.9576,0.0812,0.2437,0.2335,0.2297,5.163,125.415,2.4639,0.8997,-0.0006,1
1.0456,0.1618,0.3324,0.2001,0.1988,4.4127,112.9474,2.3497,0.7883,0.0178,0
1.2013,0.0501,0.2932,0.3023,0.2978,3.7362,100.4023,2.2292,0.896,0.0051,1
0.9669,0.2123,0.3662,0.1289,0.1277,4.9049,121.2446,2.4236,0.8519,0.0202,1
1.0677,0.1655,0.3192,0.2169,0.2141,4.3584,111.9891,2.3394,0.8732,0.0088,0
1.0163,0.1719,0.2715,0.2396,0.2255,4.6683,117.4208,2.3909,0.8138,0.0048,1
0.932,0.4799,0.3546,0.1543,0.1471,4.6985,118.038,2.395,0.6457,0.102,1
1.071,0.1282,0.2805,0.249,0.2359,4.4468,113.631,2.3545,0.834,0.0131,1
1.0233,0.0156,0.3048,0.2095,0.2054,4.6409,116.6938,2.3842,0.9142,-0.0005,0
1.0254,0.0276,0.3033,0.2082,0.2074,4.6265,116.797,2.3839,0.915,-0.0001,0
1.0699,0.0805,0.2622,0.2749,0.2691,4.3526,112.0421,2.3385,0.8589,0.0018,1
1.2065,0.1343,0.3651,0.2429,0.2377,3.6328,98.2836,2.2079,0.829,0.0051,0
1.1189,0.1141,0.3532,0.2112,0.211,4.0568,106.3427,2.2881,0.796,0.0051,0
1.0281,0.0313,0.3042,0.2096,0.2064,4.6437,116.913,2.3838,0.9145,0.0005,0
0.9016,0.0679,0.2136,0.2347,0.2317,5.6439,133.7912,2.5322,0.8147,-0.0001,1
1.0412,0.1706,0.3324,0.2005,0.1972,4.4244,112.9322,2.3467,0.7888,0.0178,0
1.195,0.1044,0.3613,0.2429,0.2365,3.6612,99.4727,2.219,0.8368,0.0151,0
0.9977,0.0525,0.3435,0.1564,0.1565,4.8139,119.8708,2.4102,0.8099,0.0002,1
1.0418,0.1007,0.37,0.1525,0.1457,4.5303,114.7983,2.3664,0.775,0.0001,0
1.0502,0.1055,0.332,0.1986,0.1917,4.4555,113.55,2.3523,0.8419,0.0047,0
1.1628,0.048,0.318,0.27,0.2659,3.8238,102.0117,2.2427,0.8684,0.0002,1
1.2391,0.1371,0.3521,0.2747,0.2674,3.4718,95.5418,2.1785,0.7765,0.0049,1
1.6765,0.2291,0.3667,0.48,0.4618,2.2457,70.8349,1.907,0.8656,0.0071,1
1.0794,0.064,0.3602,0.1805,0.1795,4.3061,111.1933,2.3302,0.7737,0.0001,1
1.0638,0.0469,0.33,0.2014,0.199,4.4191,112.7167,2.347,0.8616,-0.0004,0
1.2398,0.1388,0.3514,0.2752,0.2684,3.4845,95.3667,2.1785,0.781,0.0053,1
0.9873,0.0548,0.2872,0.2123,0.207,4.8525,120.132,2.4175,0.8546,0.0039,1
0.9852,0.0472,0.2869,0.2109,0.2078,4.8387,120.3977,2.4155,0.8539,0.0039,1
1.0722,0.0637,0.3379,0.1986,0.1943,4.3624,112.145,2.3396,0.8184,0.0002,0
1.231,0.0332,0.3442,0.2769,0.2747,3.5203,96.2961,2.1875,0.8657,0.0051,0
1.1575,0.089,0.3589,0.2265,0.2201,3.8418,102.8414,2.2523,0.7813,0.0053,0
0.9616,0.1143,0.2566,0.2234,0.2107,5.1192,124.7295,2.458,0.7892,0.0,1
0.9032,0.0688,0.2129,0.2344,0.2323,5.6492,133.4747,2.5335,0.8134,-0.0001,1
1.0999,0.1112,0.2715,0.2854,0.2778,4.1379,107.9475,2.3008,0.8549,-0.0002,1
1.0353,0.0953,0.3347,0.1838,0.1792,4.5886,115.8231,2.3768,0.8298,-0.0003,0
1.2061,0.1347,0.3638,0.2443,0.2386,3.6267,98.5931,2.2084,0.828,0.0046,0
1.2169,0.1712,0.415,0.1993,0.1983,3.5654,97.5106,2.1983,0.655,0.0052,1
1.1105,0.1806,0.3526,0.1976,0.1835,4.2044,108.7387,2.3109,0.864,0.0002,1
0.9958,0.212,0.3757,0.1314,0.1284,4.731,118.3366,2.3982,0.6995,0.0134,1
1.2066,0.195,0.2649,0.3383,0.3313,3.6887,99.5377,2.2207,0.8725,0.0054,1
1.1053,0.2365,0.3548,0.1923,0.1868,4.2233,109.451,2.3174,0.8204,0.0048,0
1.0307,0.2306,0.3471,0.1806,0.1797,4.4368,113.3825,2.3532,0.6737,0.0308,1
1.0731,0.0607,0.3409,0.1988,0.1966,4.3331,111.1956,2.3353,0.8591,0.0046,0
1.2045,0.0466,0.2937,0.3045,0.2986,3.7292,100.5319,2.2292,0.8958,0.0048,1
1.1045,0.2194,0.3555,0.1933,0.1865,4.2125,109.541,2.3165,0.8214,0.0045,0
1.2548,0.1531,0.289,0.3423,0.3362,3.4405,95.0889,2.1738,0.8719,0.0104,1
1.207,0.1236,0.2934,0.3206,0.3142,3.5718,97.8354,2.197,0.8929,0.0099,1
1.1027,0.1021,0.3238,0.2388,0.2343,4.0874,107.0701,2.2921,0.919,0.0087,0
0.9305,0.4815,0.3539,0.1548,0.1467,4.699,117.9088,2.3928,0.6469,0.1013,1
0.9614,0.1276,0.2563,0.224,0.211,5.1094,124.7676,2.4568,0.7889,-0.0,1
1.2133,0.1753,0.375,0.2397,0.2381,3.5694,97.547,2.1988,0.6706,0.0155,0
1.1113,0.1656,0.3529,0.1979,0.1823,4.2018,108.8212,2.3105,0.8621,-0.0001,1
1.2022,0.0577,0.2947,0.3049,0.2971,3.7344,100.3534,2.2281,0.8949,0.0047,1
1.2095,0.1246,0.2941,0.3208,0.3159,3.5719,97.542,2.1976,0.8943,0.0105,1
0.9868,0.0455,0.2871,0.2109,0.2086,4.852,120.3191,2.4139,0.8535,0.0042,1
1.0212,0.173,0.266,0.2462,0.2396,4.6739,117.3713,2.3896,0.8597,0.0042,1
1.2771,0.1635,0.3011,0.3429,0.3322,3.3436,93.0382,2.1529,0.8216,0.0103,1
0.9646,0.219,0.3658,0.1279,0.1256,4.9063,121.2962,2.4262,0.8517,0.0208,1
1.2326,0.0817,0.3772,0.2395,0.2396,3.557,97.1199,2.1931,0.7256,0.0002,0
1.0349,0.1013,0.335,0.1833,0.1795,4.5912,115.9249,2.3765,0.83,-0.0,0
1.0219,0.1107,0.3462,0.167,0.1649,4.6352,116.6743,2.3828,0.8337,0.0083,1
1.6992,0.5785,0.3571,0.4963,0.4753,2.2271,70.2146,1.8978,0.8314,0.0003,1
1.0596,0.0557,0.3299,0.2021,0.1991,4.4208,112.9006,2.3485,0.8636,-0.0001,0
1.0432,0.2292,0.2441,0.2982,0.286,4.2666,110.4982,2.3278,0.8996,0.0312,1
1.0412,0.2199,0.3415,0.1875,0.1779,4.4487,113.2401,2.3536,0.7618,0.0222,1
1.1193,0.0846,0.2473,0.3047,0.2968,4.1576,108.4825,2.306,0.8897,0.0049,1
0.9847,0.204,0.3635,0.1356,0.1302,4.8467,120.3257,2.4165,0.7941,0.0121,1
1.0374,0.0841,0.3352,0.1811,0.1799,4.5954,115.8107,2.3745,0.8287,0.0003,0
0.9243,0.0933,0.2905,0.173,0.1691,5.3687,129.329,2.497,0.8865,0.0037,1
0.9945,0.1365,0.3529,0.1507,0.1481,4.7842,119.2146,2.4064,0.7622,0.0101,1
1.0937,0.1529,0.2408,0.311,0.3021,4.1622,108.6798,2.3066,0.8988,0.0041,1
1.107,0.1826,0.3525,0.1955,0.1905,4.2195,109.4359,2.3152,0.8229,0.0136,0
1.1458,0.0567,0.2994,0.2723,0.2627,3.9818,104.9291,2.2727,0.8867,0.0005,1
1.0991,0.1286,0.3302,0.222,0.2191,4.1969,108.8485,2.3113,0.752,0.009,0
1.1019,0.1182,0.3233,0.2368,0.2336,4.0883,107.009,2.2926,0.9205,0.0094,0
1.0426,0.0965,0.3704,0.1533,0.1456,4.5271,114.9163,2.3675,0.773,0.0003,0
1.4866,1.0063,0.4225,0.3794,0.3691,2.4512,75.0108,1.9532,0.4768,0.0003,0
1.0608,0.0914,0.3411,0.1931,0.1899,4.3916,112.3766,2.3424,0.7527,0.0046,0
1.2521,0.1578,0.2881,0.3438,0.3354,3.4487,95.0068,2.1741,0.8717,0.0104,1
0.9881,0.1115,0.2904,0.2053,0.2036,4.8993,121.1214,2.4247,0.8733,0.0042,0
1.5229,0.1092,0.3767,0.3898,0.3827,2.6157,78.271,1.9922,0.7403,-0.0004,1
1.0781,0.0515,0.3612,0.181,0.1787,4.3047,110.8782,2.3314,0.772,0.0001,1
1.5223,0.1142,0.3756,0.3893,0.3817,2.5967,78.0604,1.9914,0.7408,-0.0005,1
1.2629,0.1178,0.3605,0.2702,0.2677,3.4495,95.0452,2.1734,0.8301,0.0002,0
1.1582,0.0615,0.2944,0.2833,0.2782,3.9274,104.08,2.2624,0.9124,0.0004,1
1.0946,0.1508,0.2422,0.3114,0.3024,4.1777,108.2913,2.3055,0.8987,0.0047,1
1.1145,0.0295,0.3083,0.2481,0.2434,4.141,107.9434,2.3021,0.9066,0.0001,1
1.034,0.0519,0.3429,0.1751,0.1749,4.5849,115.905,2.3778,0.8403,0.0006,1
1.1572,0.0938,0.3579,0.2253,0.2204,3.862,102.8034,2.2532,0.7809,0.005,0
1.0054,0.0796,0.3094,0.1883,0.1854,4.844,120.3232,2.417,0.9136,0.0039,1
1.0381,0.1058,0.3252,0.2,0.1973,4.508,114.2711,2.3619,0.8631,0.0048,0
1.1064,0.1126,0.3233,0.2354,0.2337,4.1089,107.3262,2.2957,0.9088,0.0137,1
1.0083,0.0462,0.2934,0.2122,0.2111,4.7574,119.092,2.4039,0.865,-0.0002,0
0.9813,0.0645,0.3084,0.1855,0.1803,4.9384,121.6736,2.4291,0.8921,0.0,1
1.025,0.2121,0.3693,0.162,0.1581,4.4151,112.8581,2.3489,0.6689,0.026,1
1.1059,0.192,0.3523,0.1961,0.1912,4.2301,109.5796,2.3183,0.8224,0.0137,0
1.0746,0.1225,0.2801,0.2477,0.2369,4.4417,113.3867,2.3523,0.8328,0.0133,1
1.0203,0.1304,0.3467,0.1673,0.1635,4.6366,117.043,2.3843,0.8326,0.0086,1
1.6978,0.5769,0.3568,0.4974,0.4743,2.2144,70.423,1.8986,0.8298,-0.0002,1
1.0659,0.1633,0.3191,0.2166,0.2151,4.3465,112.0222,2.3379,0.8718,0.009,0
0.9555,0.0828,0.242,0.2333,0.2299,5.1665,125.8138,2.4667,0.902,-0.0,1
1.5219,0.119,0.3758,0.3912,0.3825,2.5971,77.8338,1.9898,0.7426,-0.0001,1
1.1564,0.1337,0.2996,0.281,0.2697,3.8982,103.5201,2.2595,0.8699,0.0051,1
1.1285,0.1581,0.3553,0.2167,0.2132,3.9827,105.287,2.2721,0.8659,0.0094,1
1.0343,0.0937,0.3077,0.2151,0.2128,4.5,114.6125,2.3626,0.8802,0.0131,0
1.0665,0.1646,0.3196,0.217,0.2149,4.3608,111.942,2.3424,0.8712,0.009,0
0.9977,0.2207,0.3759,0.1294,0.1289,4.7162,118.5139,2.3993,0.7,0.0124,1
1.2008,0.0534,0.2935,0.3033,0.2997,3.7396,100.6371,2.2302,0.8969,0.0049,1
1.0363,0.2096,0.3422,0.1868,0.1792,4.4422,113.5671,2.3544,0.7639,0.0222,1
1.052,0.0328,0.3015,0.2244,0.2218,4.4833,114.071,2.36,0.8686,-0.0001,0
1.1033,0.1331,0.3244,0.2382,0.2343,4.0796,107.0401,2.2909,0.9194,0.0093,0
1.0041,0.0686,0.31,0.1885,0.1848,4.8459,120.2721,2.4181,0.9114,0.004,1
1.0529,0.0364,0.3018,0.2247,0.2223,4.4748,113.6209,2.3589,0.868,0.0001,0
1.0262,0.2105,0.3692,0.1617,0.1591,4.4158,113.0055,2.3491,0.6676,0.0254,1
1.0426,0.1969,0.3781,0.1401,0.1394,4.5539,115.5569,2.3696,0.6927,0.0046,1
1.2333,0.0399,0.3444,0.2757,0.2724,3.5206,96.7401,2.1886,0.8684,0.0055,0
0.9573,0.0756,0.2432,0.2352,0.2287,5.1748,125.6232,2.4658,0.9012,-0.0002,1
0.9967,0.0441,0.3441,0.1576,0.1554,4.8181,119.8847,2.4113,0.8089,0.0002,1
1.6791,0.231,0.3663,0.4815,0.4613,2.243,70.7465,1.9047,0.8634,0.007,1
1.0995,0.1368,0.3291,0.2194,0.2178,4.1868,108.9002,2.3098,0.7516,0.009,0
1.0185,0.1916,0.2662,0.2455,0.2404,4.671,117.3782,2.3908,0.8606,0.0043,1
1.1047,0.1604,0.3478,0.2119,0.208,4.1145,107.43,2.2969,0.7957,0.0047,0
1.0207,0.1919,0.2659,0.2461,0.2403,4.6792,117.2393,2.3914,0.8636,0.0042,1
0.9889,0.1175,0.2902,0.205,0.2029,4.9077,121.4523,2.4272,0.8741,0.0042,0
0.9895,0.4565,0.3622,0.1726,0.1657,4.3962,112.4013,2.3433,0.7951,0.0759,1
0.9871,0.0806,0.2897,0.2078,0.2027,4.8883,120.889,2.4214,0.7958,0.0003,1
0.9913,0.1524,0.3524,0.1509,0.1491,4.7876,119.45,2.407,0.7605,0.0106,1
1.2354,0.0466,0.3439,0.278,0.2737,3.5192,96.5029,2.1918,0.8666,0.0053,0
0.9193,0.3642,0.2772,0.2198,0.2102,4.8439,120.0394,2.4182,0.815,0.0841,1
1.1472,0.0621,0.3002,0.2732,0.2623,3.9777,105.0152,2.2707,0.8871,0.0006,1
1.2578,0.1659,0.2885,0.3428,0.336,3.4386,94.9345,2.1756,0.8723,0.0103,1
1.0239,0.0314,0.3049,0.2096,0.2065,4.655,116.8808,2.3863,0.9134,0.0006,0
1.5235,0.1209,0.3755,0.3901,0.3828,2.5982,77.9804,1.9928,0.7403,0.0004,1
1.1047,0.1631,0.3475,0.2098,0.2085,4.1187,107.265,2.2949,0.7966,0.0045,0
1.2532,0.0332,0.311,0.3133,0.3092,3.4911,96.2588,2.1832,0.9057,0.0004,1
1.0411,0.096,0.3714,0.1528,0.1453,4.5314,114.8725,2.3659,0.7743,0.0,0
1.9165,0.2279,0.4128,0.5411,0.5178,1.8876,62.9515,1.8049,0.82,0.0077,1
1.6742,0.2438,0.3662,0.4812,0.4625,2.2395,70.5561,1.9057,0.8634,0.0071,1
1.2556,0.1582,0.2879,0.3427,0.336,3.4373,94.9681,2.1735,0.8697,0.0104,1
0.996,0.1645,0.319,0.1897,0.1863,4.7123,117.7723,2.3952,0.7406,0.0255,1
0.9957,0.1398,0.2733,0.229,0.2265,4.7873,119.4437,2.4072,0.8586,0.0126,0
1.0688,0.0851,0.2602,0.2741,0.2681,4.3623,111.8438,2.3413,0.8604,0.0019,1
1.0624,0.0541,0.33,0.2017,0.1975,4.4245,113.0318,2.349,0.8628,0.0001,0
1.1106,0.1698,0.3532,0.1982,0.1826,4.188,108.9019,2.3114,0.8628,0.0001,1
0.9579,0.0626,0.2371,0.2448,0.2379,5.1102,124.6882,2.4565,0.8442,-0.0,1
1.0723,0.1157,0.2798,0.25,0.2365,4.4468,113.3244,2.3521,0.8336,0.0139,1
1.1496,0.0482,0.2996,0.2718,0.2617,3.9833,105.107,2.2745,0.8862,-0.0,1
1.2041,0.2024,0.2644,0.3371,0.3309,3.6881,99.3605,2.2201,0.8751,0.0052,1
1.2113,0.128,0.2929,0.3211,0.3145,3.5713,97.4443,2.1969,0.8944,0.0105,1
1.0369,0.1031,0.3091,0.2153,0.2123,4.5213,114.4367,2.362,0.8794,0.0128,0
1.203,0.0494,0.2941,0.304,0.2981,3.7346,100.5047,2.2291,0.8949,0.0049,1
1.069,0.0719,0.261,0.2758,0.2693,4.3665,111.8576,2.3402,0.8589,0.0017,1
1.2363,0.0496,0.3435,0.2768,0.2738,3.5342,96.2985,2.1895,0.867,0.005,0
1.1698,0.0532,0.3486,0.2337,0.2262,3.8733,103.0747,2.2548,0.8022,0.0002,0
1.1623,0.0412,0.3182,0.2701,0.2669,3.8273,101.7765,2.2472,0.8668,0.0003,1
1.0871,0.1359,0.3609,0.1928,0.1541,4.1763,108.4344,2.3063,0.8514,0.014,1
1.0158,0.2494,0.3288,0.1882,0.1578,4.5938,115.9755,2.3762,0.8334,0.008,1
