stride_interval,stride_variability,swing_time,stance_time,double_support_time,gait_speed,cadence,step_length,stride_regularity,gait_asymmetry,status
1.1072,0.2335,0.3562,0.1931,0.1866,4.2275,109.5988,2.3173,0.8222,0.004,0
1.1041,0.1894,0.3519,0.1953,0.1909,4.2381,109.3751,2.317,0.8254,0.0139,0
1.0649,0.1573,0.3199,0.2177,0.2155,4.3439,111.7813,2.3394,0.8705,0.0079,0
1.2567,0.1531,0.2879,0.3428,0.336,3.441,95.2322,2.174,0.8702,0.0102,1
0.9963,0.1733,0.3186,0.1906,0.1859,4.7161,117.8812,2.3937,0.7415,0.0256,1
1.0956,0.1588,0.2418,0.3105,0.303,4.1638,108.2316,2.3061,0.8998,0.0049,1
0.9578,0.0712,0.2373,0.244,0.2384,5.1028,124.6854,2.4588,0.8461,-0.0003,1
0.9,0.0693,0.2135,0.2361,0.2319,5.6479,133.703,2.5331,0.814,0.0003,1
1.1605,0.0844,0.3575,0.2256,0.221,3.8587,102.8494,2.2498,0.7805,0.0045,0
1.0255,0.0979,0.2955,0.2278,0.2223,4.5342,115.0979,2.3678,0.9261,0.0173,1
1.1563,0.0913,0.3573,0.2272,0.2203,3.8622,102.7039,2.2496,0.7824,0.0048,0
0.9569,0.07,0.2366,0.2438,0.2385,5.1144,124.8356,2.4569,0.8446,0.0006,1
1.0751,0.1163,0.3795,0.1565,0.1514,4.3671,111.8942,2.3401,0.7183,0.0094,0
1.0149,0.1681,0.2704,0.2396,0.2263,4.678,117.3745,2.3909,0.8142,0.0048,1
1.6753,0.2313,0.3653,0.4817,0.4611,2.2477,70.7102,1.9053,0.8639,0.0071,1
1.1032,0.1096,0.3239,0.2369,0.2341,4.0916,106.8127,2.2934,0.9197,0.0089,0
1.1789,0.1323,0.2879,0.3071,0.2979,3.762,101.0771,2.2346,0.884,0.0095,1
1.0336,0.2438,0.3463,0.1832,0.179,4.4327,113.5054,2.3521,0.6743,0.0312,1
1.1273,0.1537,0.3559,0.2177,0.2126,3.996,104.9741,2.2739,0.8654,0.0091,1
1.0503,0.1043,0.3315,0.1975,0.1922,4.4511,113.4948,2.3529,0.8389,0.0048,0
0.9914,0.1106,0.2906,0.2048,0.2018,4.8976,121.2834,2.427,0.874,0.0041,0
1.6741,0.2284,0.3658,0.4806,0.4599,2.2603,70.8539,1.9039,0.8658,0.0068,1
1.2343,0.0567,0.344,0.2792,0.2743,3.5314,96.7127,2.1892,0.8678,0.0052,0
1.0618,0.0876,0.3417,0.1935,0.1921,4.3761,112.2304,2.3436,0.7556,0.0044,0
1.0666,0.0754,0.2606,0.274,0.2702,4.3603,111.9125,2.3393,0.8592,0.0016,1
1.9151,0.2293,0.4135,0.5404,0.518,1.8948,62.7969,1.8052,0.8215,0.0079,1
1.1194,0.0841,0.2832,0.2827,0.282,4.0334,106.0313,2.2818,0.8109,0.0094,1
1.0679,0.0624,0.3372,0.1995,0.1965,4.3751,112.1098,2.339,0.8175,-0.0007,0
1.2053,0.1394,0.3645,0.2439,0.2373,3.6303,98.6869,2.2073,0.8268,0.0055,0
1.035,0.0624,0.3422,0.1757,0.1732,4.5925,115.5469,2.376,0.8409,-0.0,1
1.7002,0.5904,0.3565,0.4971,0.4742,2.2243,70.3864,1.8969,0.8312,0.0001,1
1.1484,0.0483,0.2988,0.2731,0.263,3.9665,105.0682,2.2726,0.8853,-0.0006,1
1.1582,0.1698,0.291,0.2943,0.2866,3.8358,102.6,2.2515,0.8883,0.0147,1
0.9874,0.4503,0.29,0.2576,0.2559,4.2138,109.4449,2.3161,0.7232,0.105,1
1.0755,0.1218,0.3799,0.1574,0.15,4.3643,111.7912,2.3392,0.718,0.009,0
0.9282,0.0792,0.2907,0.1742,0.17,5.3707,129.3353,2.4943,0.8878,0.0037,1
1.1556,0.0556,0.2945,0.2814,0.2778,3.9102,104.2292,2.2637,0.9143,0.0001,1
1.0761,0.0539,0.3409,0.1993,0.1968,4.3339,110.9999,2.3332,0.8613,0.0048,0
1.0192,0.2862,0.3472,0.186,0.1511,4.4336,112.7409,2.3468,0.8892,0.0352,1
1.1555,0.2321,0.3662,0.2137,0.1937,3.8847,103.4248,2.2575,0.8488,0.0051,1
0.9762,0.144,0.2864,0.2051,0.2011,4.9667,122.0882,2.4353,0.886,0.0041,1
1.0076,0.1329,0.2876,0.2198,0.2152,4.7293,118.3715,2.3996,0.8521,0.0044,1
1.0354,0.2247,0.3241,0.188,0.1852,4.6683,117.3943,2.3911,0.872,0.0125,0
1.1152,0.0783,0.282,0.2845,0.282,4.0416,105.9598,2.2822,0.8085,0.0093,1
1.0634,0.0564,0.3306,0.2015,0.1992,4.4193,113.0549,2.3478,0.8629,-0.0001,0
1.1593,0.0458,0.3172,0.2706,0.2665,3.8204,102.0922,2.245,0.8683,0.0002,1
1.0352,0.2202,0.3242,0.1871,0.1845,4.6633,117.179,2.3903,0.8748,0.0127,0
1.042,0.1562,0.332,0.2007,0.199,4.4233,113.017,2.3488,0.7905,0.018,0
1.0268,0.2153,0.3685,0.1633,0.1588,4.428,112.8667,2.3463,0.6708,0.0257,1
1.1599,0.0705,0.2943,0.2826,0.2783,3.9145,103.881,2.2657,0.914,-0.0002,1
1.1591,0.1326,0.2986,0.2804,0.2712,3.9088,103.5469,2.2603,0.869,0.0048,1
1.0177,0.2456,0.3296,0.1889,0.1583,4.5885,115.8807,2.3768,0.8331,0.0078,1
1.1563,0.1699,0.2913,0.2941,0.2855,3.8475,102.5385,2.2503,0.8864,0.0141,1
1.0195,0.1818,0.2662,0.246,0.2399,4.6834,117.2841,2.3922,0.8602,0.0043,1
0.9919,0.1325,0.3525,0.1493,0.1488,4.7963,119.2492,2.4069,0.7628,0.0104,1
1.2083,0.1924,0.2644,0.3389,0.3299,3.6928,99.4855,2.2204,0.8756,0.005,1
0.9637,0.2185,0.3657,0.1286,0.1261,4.9145,121.2035,2.4265,0.8519,0.0206,1
1.2377,0.1366,0.3525,0.275,0.2681,3.4668,95.7644,2.18,0.779,0.0055,1
0.9927,0.2222,0.3766,0.1328,0.1293,4.7342,118.4911,2.3983,0.6987,0.0126,1
1.1086,0.1644,0.3533,0.1982,0.1822,4.2003,109.0943,2.3129,0.863,0.0001,1
1.2091,0.1282,0.3655,0.2455,0.2383,3.621,98.3651,2.2089,0.8288,0.0052,0
1.1948,0.1012,0.3606,0.2427,0.2356,3.6705,99.516,2.2179,0.8381,0.0151,0
1.2293,0.0755,0.3769,0.2405,0.2383,3.5454,96.9237,2.195,0.7252,0.0003,0
1.2321,0.0815,0.3777,0.2414,0.2391,3.5485,96.9075,2.1953,0.725,0.0004,0
1.0816,0.0567,0.3609,0.1789,0.1798,4.2977,110.9633,2.3307,0.7731,-0.0001,1
1.2533,0.0437,0.3103,0.3134,0.3078,3.5007,96.0162,2.1867,0.9061,0.0001,1
1.0348,0.1476,0.337,0.1927,0.1889,4.4449,113.19,2.3542,0.8811,0.0222,1
1.1693,0.0836,0.3557,0.2336,0.2304,3.8139,102.0418,2.2431,0.8437,0.0003,0
1.1026,0.1112,0.3193,0.2358,0.2327,4.1787,108.3197,2.3098,0.8804,0.0051,0
1.013,0.1762,0.2716,0.2392,0.2259,4.6671,117.4004,2.3888,0.8134,0.0047,1
1.0084,0.0436,0.2934,0.2108,0.2101,4.7571,118.922,2.4041,0.8673,0.0,0
1.2336,0.0742,0.3775,0.2409,0.2394,3.5446,97.1719,2.196,0.7259,0.0,0
1.2053,0.1461,0.3645,0.2447,0.238,3.6273,98.5466,2.2086,0.8285,0.0052,0
1.1585,0.1786,0.2919,0.2952,0.2853,3.8399,102.2406,2.2495,0.8878,0.0141,1
1.4504,0.3078,0.3258,0.4131,0.4018,2.7346,81.2319,2.0261,0.713,0.0249,1
1.0342,0.1102,0.3091,0.2153,0.2135,4.4991,114.4067,2.3617,0.8814,0.0137,0
2.0293,6.7828,0.659,0.3449,0.34,1.7564,59.5568,1.7644,0.5172,0.0091,0
1.106,0.1948,0.3523,0.1974,0.191,4.2221,109.4936,2.3134,0.8252,0.0138,0
1.066,0.046,0.3299,0.2013,0.1986,4.4211,112.9043,2.3479,0.8615,0.0001,0
1.034,0.1003,0.3348,0.1847,0.181,4.5982,115.9344,2.3768,0.8322,-0.0003,0
1.0357,0.1006,0.3351,0.1826,0.1809,4.5924,115.9548,2.3774,0.8312,0.0,0
1.0352,0.0966,0.3355,0.1827,0.1808,4.592,116.0009,2.3742,0.8306,0.0,0
0.9954,0.1604,0.3348,0.1755,0.1682,4.6948,117.6953,2.3955,0.8321,0.0169,1
1.0188,0.2914,0.3457,0.1844,0.152,4.4169,113.0302,2.3489,0.893,0.0352,1
1.0359,0.1529,0.3377,0.1925,0.1878,4.4455,113.5633,2.3551,0.8794,0.0219,1
1.161,0.0496,0.3187,0.2692,0.265,3.8127,102.1549,2.2454,0.8684,-0.0,1
0.9835,0.065,0.309,0.1848,0.1812,4.9338,121.7588,2.4323,0.8935,-0.0001,1
1.1209,0.0797,0.2813,0.284,0.2817,4.0237,105.9776,2.2831,0.8093,0.01,1
0.9884,0.1764,0.3077,0.1913,0.1853,4.8302,119.6832,2.4128,0.8053,0.0165,1
0.9214,0.3566,0.2768,0.2199,0.2103,4.8506,120.3825,2.4159,0.8145,0.0839,1
1.1541,0.2313,0.3658,0.2138,0.1965,3.9028,103.4412,2.2593,0.848,0.0049,1
1.0756,0.0829,0.3399,0.2005,0.1972,4.3297,111.294,2.3379,0.8612,0.0043,0
1.2535,0.0478,0.3113,0.3136,0.3098,3.4887,96.1297,2.184,0.9058,0.0003,1
1.1429,0.055,0.2992,0.2714,0.2618,3.9895,105.0182,2.2731,0.8887,0.0003,1
1.1238,0.0844,0.2478,0.3054,0.2976,4.1766,108.217,2.3075,0.8917,0.0053,1
0.9911,0.077,0.2886,0.2071,0.2034,4.8738,120.7395,2.4206,0.795,0.0005,1
1.1001,0.118,0.2702,0.2858,0.2781,4.1376,107.8742,2.303,0.8531,-0.0002,1
1.0075,0.0619,0.293,0.2125,0.212,4.7645,118.7358,2.4019,0.8675,0.0005,0
1.0755,0.131,0.2818,0.2494,0.2361,4.4473,113.5503,2.3531,0.8353,0.0132,1
1.0186,0.1175,0.3466,0.1658,0.164,4.637,116.7894,2.3844,0.8346,0.0089,1
1.0629,0.0796,0.3408,0.1921,0.1903,4.3951,112.5119,2.3447,0.7553,0.0045,0
1.0635,0.0935,0.3406,0.1933,0.1902,4.3771,112.4416,2.3424,0.7544,0.004,0
1.0997,0.1131,0.2718,0.2844,0.2772,4.1431,107.902,2.3029,0.855,0.0001,1
1.1824,0.1706,0.2361,0.3653,0.3547,3.6785,99.5915,2.2198,0.8506,0.0153,1
1.1031,0.0997,0.322,0.2378,0.2335,4.1141,107.4545,2.2979,0.9102,0.0139,1
1.1495,0.065,0.2996,0.2725,0.2626,3.9664,104.9237,2.2732,0.8865,0.0002,1
1.2133,0.1775,0.3756,0.2414,0.2387,3.5776,97.4862,2.197,0.6697,0.0147,0
1.1042,0.1098,0.3194,0.2364,0.2332,4.1619,108.6697,2.3074,0.88,0.0046,0
1.0196,0.2828,0.3463,0.1855,0.1506,4.417,112.7499,2.3499,0.8887,0.0354,1
0.9793,0.0578,0.3085,0.1842,0.1802,4.9215,121.7707,2.4295,0.8926,-0.0001,1
0.9275,0.0813,0.2914,0.1729,0.1692,5.3763,129.1865,2.4951,0.8864,0.0036,1
1.2408,0.1534,0.3526,0.2743,0.2691,3.4636,95.4824,2.1782,0.7789,0.0051,1
0.9942,0.1575,0.3348,0.1749,0.1684,4.6874,117.9523,2.3937,0.8344,0.017,1
1.1442,0.0675,0.2997,0.273,0.2643,3.9779,105.1315,2.2725,0.8873,-0.0001,1
1.1462,0.0542,0.2986,0.2726,0.2628,3.9629,104.9008,2.2726,0.8874,0.0001,1
1.2387,0.1353,0.3526,0.2751,0.2689,3.4706,95.4723,2.1791,0.7798,0.0049,1
1.1584,0.0474,0.295,0.2831,0.2793,3.9145,104.1134,2.2646,0.914,-0.0001,1
1.0053,0.0411,0.2925,0.213,0.2096,4.761,118.8772,2.4041,0.8672,0.0003,0
1.1093,0.1711,0.353,0.1986,0.1842,4.1877,108.661,2.312,0.8637,0.0006,1
1.0559,0.0513,0.3608,0.1675,0.1628,4.4751,113.909,2.3579,0.7815,0.0004,0
1.6732,0.2385,0.3667,0.4804,0.46,2.2351,70.8598,1.9039,0.8634,0.0066,1
0.9926,0.132,0.2737,0.2285,0.226,4.7865,119.1653,2.408,0.861,0.0126,0
1.0661,0.1537,0.3191,0.216,0.2135,4.3707,111.9494,2.3396,0.8718,0.009,0
1.1176,0.0992,0.3542,0.2115,0.2092,4.0675,106.6024,2.2857,0.7953,0.0052,0
1.1078,0.1878,0.3519,0.196,0.1914,4.2136,109.3605,2.3136,0.8222,0.0138,0
0.9288,0.4894,0.3552,0.1547,0.1473,4.6995,117.9114,2.393,0.6476,0.102,1
1.0056,0.0408,0.2934,0.2115,0.2111,4.7575,119.016,2.4036,0.8691,0.0002,0
1.4905,1.0204,0.4221,0.3794,0.3692,2.4268,74.9215,1.955,0.4756,0.0007,0
0.99,0.1693,0.309,0.1935,0.1849,4.8162,119.8298,2.4094,0.8067,0.0169,1
1.0317,0.2397,0.3458,0.1836,0.179,4.4427,113.5488,2.3547,0.6728,0.0311,1
1.0957,0.1402,0.3307,0.2203,0.218,4.1963,108.9329,2.3121,0.751,0.0085,0
1.1258,0.1469,0.3535,0.2177,0.2127,3.9785,104.9978,2.2704,0.8654,0.0094,1
1.1169,0.1004,0.3531,0.2115,0.208,4.0582,106.5351,2.2863,0.7954,0.0054,0
1.0094,0.1376,0.2881,0.218,0.2148,4.7319,118.2001,2.3998,0.851,0.004,1
1.028,0.0845,0.2938,0.2292,0.2231,4.5258,114.7174,2.3667,0.9243,0.0178,1
1.1514,0.2358,0.3661,0.2135,0.1958,3.896,103.4679,2.2567,0.8475,0.0046,1
0.9903,0.1468,0.3512,0.1504,0.1488,4.7885,119.3676,2.4077,0.7614,0.0108,1
1.0362,0.0581,0.326,0.1918,0.1891,4.5856,115.8634,2.3784,0.8183,0.0007,0
1.0776,0.0532,0.3604,0.1813,0.1781,4.3021,111.0779,2.331,0.773,-0.0001,1
1.1064,0.2279,0.3551,0.1923,0.1863,4.2294,109.2226,2.3168,0.8214,0.0045,0
0.9643,0.2173,0.3652,0.129,0.1266,4.9134,121.3003,2.4258,0.8515,0.0205,1
1.1114,0.1657,0.352,0.1977,0.1825,4.1918,109.0361,2.3077,0.8642,0.0004,1
1.061,0.0487,0.3307,0.2014,0.1979,4.4078,113.15,2.35,0.8631,0.0001,0
1.0206,0.1698,0.2657,0.2452,0.2406,4.6792,117.1083,2.3883,0.8608,0.0043,1
1.1068,0.115,0.3217,0.2372,0.2347,4.1167,107.4315,2.2965,0.9081,0.0137,1
1.0975,0.1527,0.2421,0.3115,0.3021,4.1663,108.5294,2.3052,0.8987,0.0046,1
1.1053,0.1873,0.3512,0.1965,0.1897,4.2307,109.4032,2.3153,0.8243,0.0134,0
1.1154,0.098,0.2831,0.2829,0.281,4.0313,105.8836,2.2827,0.8097,0.0095,1
0.9865,0.4519,0.2892,0.2583,0.2552,4.2207,109.342,2.3173,0.7237,0.1048,1
1.0361,0.1981,0.3416,0.1877,0.1792,4.4411,113.3451,2.353,0.764,0.0222,1
1.0407,0.2325,0.2445,0.2994,0.2879,4.2788,110.5541,2.3239,0.8977,0.0311,1
1.0672,0.1395,0.3197,0.2171,0.215,4.3546,111.9889,2.3395,0.8721,0.0089,0
1.1143,0.0308,0.3081,0.248,0.2445,4.1397,107.7863,2.3027,0.9072,0.0003,1
2.0253,6.7754,0.6587,0.3452,0.3411,1.7494,60.0364,1.7636,0.5165,0.0092,0
1.0327,0.2442,0.3465,0.1827,0.1785,4.4415,113.3636,2.3523,0.6736,0.0307,1
1.0384,0.2175,0.3414,0.1883,0.1801,4.4439,113.3795,2.3528,0.7638,0.022,1
1.0012,0.6969,0.3736,0.169,0.1599,4.2799,110.5264,2.3249,0.7026,0.0766,1
1.1741,0.0583,0.3483,0.2334,0.2261,3.8624,103.0755,2.2531,0.8028,-0.0001,0
1.2634,0.1148,0.3608,0.2698,0.2685,3.4525,95.2445,2.1717,0.8305,-0.0001,0
0.9782,0.1546,0.2863,0.2034,0.2004,4.9675,122.3053,2.4351,0.8857,0.0042,1
0.9895,0.4547,0.2898,0.2585,0.2564,4.2182,109.3139,2.3167,0.7231,0.105,1
1.1843,0.1735,0.2374,0.3656,0.3546,3.6857,99.3155,2.2215,0.854,0.0153,1
1.1058,0.1593,0.3478,0.2105,0.2093,4.1065,107.2994,2.2965,0.7964,0.0044,0
1.1597,0.1193,0.2984,0.2795,0.2697,3.8983,103.5369,2.2594,0.8672,0.0046,1
1.201,0.0523,0.2943,0.3035,0.2987,3.7308,100.6394,2.2318,0.8955,0.0051,1
1.2158,0.1843,0.3751,0.2403,0.2387,3.5769,97.5826,2.2003,0.6697,0.0153,0
0.9729,0.211,0.3271,0.1693,0.1654,4.8794,120.9579,2.4212,0.8408,0.0247,1
1.0403,0.2058,0.3416,0.1868,0.1798,4.4486,113.3207,2.3534,0.7631,0.0223,1
1.0736,0.0679,0.3399,0.199,0.1976,4.3421,111.5828,2.3352,0.862,0.0049,0
1.0169,0.2771,0.3468,0.1842,0.1501,4.4113,112.6591,2.3491,0.8886,0.0349,1
1.2002,0.0537,0.2928,0.3027,0.2977,3.7315,100.4614,2.2307,0.8975,0.0049,1
1.1182,0.0908,0.2821,0.2846,0.2832,4.0192,105.8847,2.2847,0.8093,0.0096,1
1.0156,0.2616,0.3303,0.1888,0.157,4.5836,116.1297,2.3745,0.8325,0.007,1
0.9662,0.219,0.3652,0.1287,0.1256,4.9092,121.2611,2.424,0.8521,0.0208,1
0.9642,0.2195,0.3654,0.1288,0.127,4.9094,121.429,2.427,0.8514,0.0208,1
